el	es 
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_2.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_2.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_3.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_3.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_4.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_4.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_5.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_5.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_6.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_6.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_7.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_7.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_9.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-37-54_9.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_0.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_0.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_2.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_2.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_3.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_3.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_4.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_4.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_5.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_5.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_6.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-40-33_6.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_1.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_1.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_10.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_10.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_11.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_11.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_12.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_12.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_13.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_13.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_14.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_14.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_2.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_2.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_3.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_3.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_4.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_4.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_5.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_5.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_6.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_6.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_7.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_7.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_8.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_8.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_9.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-42-51_9.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_0.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_0.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_10.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_10.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_2.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_2.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_3.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_3.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_4.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_4.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_5.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_5.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_6.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_6.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_7.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_7.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_8.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_8.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_9.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-44-54_9.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_1.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_1.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_10.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_10.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_11.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_11.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_12.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_12.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_13.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_13.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_2.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_2.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_4.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_4.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_5.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_5.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_6.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_6.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_7.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_7.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_8.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_8.wav
data\el_es\el\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_9.wav	data\el_es\es\20091215-0900-PLENARY-16-el_es_20091215-22-47-32_9.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_0.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_0.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_1.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_1.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_10.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_10.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_11.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_11.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_12.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_12.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_13.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_13.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_14.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_14.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_15.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_15.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_16.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_16.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_2.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_2.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_3.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_3.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_4.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_4.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_5.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_5.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_6.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_6.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_7.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_7.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_8.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_8.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_9.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-13-39_9.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_1.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_1.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_2.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_2.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_3.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_3.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_4.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_4.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_5.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_5.wav
data\el_es\el\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_6.wav	data\el_es\es\20091215-0900-PLENARY-17-el_es_20091215-23-30-44_6.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-20-22_2.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-20-22_2.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-20-22_5.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-20-22_5.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-20-22_7.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-20-22_7.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_0.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_0.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_10.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_10.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_11.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_11.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_12.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_12.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_13.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_13.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_14.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_14.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_16.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_16.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_17.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_17.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_18.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_18.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_19.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_19.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_2.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_2.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_20.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_20.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_6.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_6.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_8.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_8.wav
data\el_es\el\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_9.wav	data\el_es\es\20091215-0900-PLENARY-3-el_es_20091215-10-22-28_9.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_0.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_0.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_2.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_2.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_3.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_3.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_5.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_5.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_6.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_6.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_8.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_8.wav
data\el_es\el\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_9.wav	data\el_es\es\20091215-0900-PLENARY-9-el_es_20091215-16-36-40_9.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_0.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_0.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_1.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_1.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_3.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_3.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_4.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_4.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_5.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_5.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_6.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-10-52-20_6.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_0.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_0.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_1.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_1.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_2.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_2.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_3.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_3.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_5.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_5.wav
data\el_es\el\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_6.wav	data\el_es\es\20091216-0900-PLENARY-3-el_es_20091216-11-04-09_6.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-28-35_2.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-28-35_2.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-28-35_3.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-28-35_3.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_0.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_0.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_1.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_1.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_2.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_2.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_3.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_3.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_4.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_4.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_5.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_5.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_6.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-33-08_6.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_0.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_0.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_1.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_1.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_12.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_12.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_2.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_2.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_3.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_3.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_4.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_4.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_5.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_5.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_6.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_6.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_8.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_8.wav
data\el_es\el\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_9.wav	data\el_es\es\20091216-0900-PLENARY-8-el_es_20091216-15-50-35_9.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-03-34_1.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-03-34_1.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-04-55_2.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-04-55_2.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-06-53_0.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-06-53_0.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-06-53_1.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-06-53_1.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-08-43_0.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-08-43_0.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_1.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_1.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_3.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_3.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_4.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_4.wav
data\el_es\el\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_5.wav	data\el_es\es\20091217-0900-PLENARY-13-el_es_20091217-15-09-34_5.wav
data\el_es\el\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_0.wav	data\el_es\es\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_0.wav
data\el_es\el\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_1.wav	data\el_es\es\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_1.wav
data\el_es\el\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_2.wav	data\el_es\es\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_2.wav
data\el_es\el\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_3.wav	data\el_es\es\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_3.wav
data\el_es\el\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_4.wav	data\el_es\es\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_4.wav
data\el_es\el\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_5.wav	data\el_es\es\20091217-0900-PLENARY-4-el_es_20091217-10-30-51_5.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-40-26_1.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-40-26_1.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-40-26_2.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-40-26_2.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-40-26_3.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-40-26_3.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-42-08_0.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-42-08_0.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-42-08_1.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-42-08_1.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-42-08_3.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-42-08_3.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-43-56_3.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-43-56_3.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-43-56_4.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-43-56_4.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_0.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_0.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_1.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_1.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_2.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_2.wav
data\el_es\el\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_3.wav	data\el_es\es\20091217-0900-PLENARY-7-el_es_20091217-11-44-46_3.wav
